month,atoll_code,atoll_label,establishment_type,amount_mvr
2023-07-01,N,N.,Guesthouse,3907.20
2023-08-01,N,N.,Resorts,2626685.31
2023-08-01,N,N.,Guesthouse,3640.32
2023-09-01,N,N.,Resorts,2231712.01
2023-09-01,N,N.,Guesthouse,3129.36
2023-10-01,N,N.,Resorts,4640488.20
2023-10-01,N,N.,Guesthouse,3952.56
2023-11-01,N,N.,Resorts,4345646.47
2023-11-01,N,N.,Guesthouse,9848.28
2023-12-01,N,N.,Resorts,2845456.32
2023-12-01,N,N.,Guesthouse,23931.72
2024-01-01,N,N.,Resorts,6460386.44
2024-01-01,N,N.,Guesthouse,22671.21
2024-02-01,N,N.,Resorts,3889516.94
2024-02-01,N,N.,Guesthouse,31461.60
2024-03-01,N,N.,Resorts,8143660.43
2024-03-01,N,N.,Guesthouse,26400.96
2024-04-01,N,N.,Resorts,9621061.19
2024-04-01,N,N.,Guesthouse,14280.12
2024-05-01,N,N.,Resorts,3177555.82
2024-05-01,N,N.,Guesthouse,3077.16
2024-06-01,N,N.,Resorts,6516015.02
2024-06-01,N,N.,Guesthouse,4518.78
2024-07-01,N,N.,Resorts,3629542.01
2024-07-01,N,N.,Guesthouse,458.10
2024-08-01,N,N.,Resorts,6302966.15
2024-08-01,N,N.,Guesthouse,5603.46
2024-09-01,N,N.,Resorts,6549813.32
2024-09-01,N,N.,Guesthouse,4231.62
2024-10-01,N,N.,Resorts,4264370.44
2024-10-01,N,N.,Guesthouse,2718.60
2024-11-01,N,N.,Resorts,4263292.23
2024-11-01,N,N.,Guesthouse,368.64
2024-12-01,N,N.,Resorts,4804718.58
2024-12-01,N,N.,Guesthouse,1106.22
2025-01-01,N,N.,Resorts,6255599.28
2025-01-01,N,N.,Guesthouse,12941.01
2025-02-01,N,N.,Resorts,13384168.20
2025-02-01,N,N.,Guesthouse,39722.64
2025-03-01,N,N.,Resorts,13272026.76
2025-03-01,N,N.,Guesthouse,44509.98
2025-04-01,N,N.,Resorts,13091998.56
2025-04-01,N,N.,Guesthouse,45200.04
2025-05-01,N,N.,Resorts,12616393.24
2025-05-01,N,N.,Guesthouse,28495.98
2025-06-01,N,N.,Resorts,10102045.58
2025-06-01,N,N.,Guesthouse,7280.64
2025-07-01,N,N.,Resorts,9760657.02
2025-07-01,N,N.,Guesthouse,5809.86
2025-08-01,N,N.,Resorts,13467092.58
2025-08-01,N,N.,Guesthouse,6267.60
2025-09-01,N,N.,Resorts,11941475.58
2025-09-01,N,N.,Guesthouse,6916.50
2025-10-01,N,N.,Resorts,10238725.50
2025-11-01,N,N.,Resorts,5942693.42
2025-11-01,N,N.,Guesthouse,10881.96
2025-12-01,N,N.,Resorts,13813248.24
2025-12-01,N,N.,Guesthouse,49522.14
2019-01-01,R,R.,Resorts,3838959.51
2019-02-01,R,R.,Resorts,3782649.68
2019-03-01,R,R.,Resorts,4730153.32
2019-03-01,R,R.,Guesthouse,459.90
2019-04-01,R,R.,Resorts,4864842.37
2019-05-01,R,R.,Resorts,4577457.36
2019-06-01,R,R.,Resorts,3983661.93
2019-07-01,R,R.,Resorts,3046932.74
2019-08-01,R,R.,Resorts,3769071.88
2019-09-01,R,R.,Resorts,4407698.28
2019-10-01,R,R.,Resorts,3535717.20
2019-11-01,R,R.,Resorts,5662664.10
2019-12-01,R,R.,Resorts,5042465.92
2020-01-01,R,R.,Resorts,6026497.32
2020-01-01,R,R.,Guesthouse,276.30
2020-02-01,R,R.,Resorts,4135669.32
2020-02-01,R,R.,Guesthouse,551.88
2020-03-01,R,R.,Resorts,5620278.54
2020-04-01,R,R.,Resorts,2335415.76
2020-05-01,R,R.,Resorts,229386.24
2020-06-01,R,R.,Resorts,271625.38
2020-07-01,R,R.,Resorts,727129.50
2020-08-01,R,R.,Resorts,728643.31
2020-09-01,R,R.,Resorts,923521.50
2020-10-01,R,R.,Resorts,1408262.31
2020-11-01,R,R.,Resorts,1691259.99
2020-12-01,R,R.,Resorts,2430311.12
2021-01-01,R,R.,Resorts,5787051.59
2021-02-01,R,R.,Resorts,6674952.18
2021-03-01,R,R.,Resorts,7045043.09
2021-04-01,R,R.,Resorts,5614527.24
2021-05-01,R,R.,Resorts,4896756.60
2021-06-01,R,R.,Resorts,5439076.44
2021-07-01,R,R.,Resorts,2710456.74
2021-08-01,R,R.,Resorts,6524347.35
2021-09-01,R,R.,Resorts,6874929.36
2021-10-01,R,R.,Resorts,5207841.96
2021-11-01,R,R.,Resorts,7763757.32
2021-12-01,R,R.,Resorts,8261749.32
2022-01-01,R,R.,Resorts,7727071.74
2022-02-01,R,R.,Resorts,7459865.76
2022-02-01,R,R.,Guesthouse,5433.90
2022-03-01,R,R.,Resorts,740136.96
2022-03-01,R,R.,Guesthouse,74354.82
2022-04-01,R,R.,Resorts,8104555.17
2022-04-01,R,R.,Guesthouse,2858.82
2022-05-01,R,R.,Resorts,7256010.87
2022-06-01,R,R.,Resorts,6654374.82
2022-07-01,R,R.,Resorts,4641417.78
2022-08-01,R,R.,Resorts,7180054.35
2022-08-01,R,R.,Guesthouse,183.60
2022-09-01,R,R.,Resorts,7322825.00
2022-10-01,R,R.,Resorts,4741250.36
2022-11-01,R,R.,Resorts,7762457.28
2022-12-01,R,R.,Resorts,7791101.10
2023-01-01,R,R.,Resorts,8512722.84
2023-02-01,R,R.,Resorts,7431079.68
2023-02-01,R,R.,Guesthouse,826.74
2023-03-01,R,R.,Resorts,10403155.26
2023-04-01,R,R.,Resorts,9453967.98
2023-05-01,R,R.,Resorts,8269735.00
2023-06-01,R,R.,Resorts,4113726.54
2023-07-01,R,R.,Resorts,6924899.46
2023-08-01,R,R.,Resorts,8159733.78
2023-09-01,R,R.,Resorts,4178022.05
2023-10-01,R,R.,Resorts,8684834.79
2023-10-01,R,R.,Hotels,550.80
2023-11-01,R,R.,Resorts,10279659.44
2023-11-01,R,R.,Hotels,32567.70
2023-12-01,R,R.,Resorts,9152024.52
2023-12-01,R,R.,Hotels,22225.02
2024-01-01,R,R.,Resorts,9673703.33
2024-01-01,R,R.,Hotels,88900.08
2024-02-01,R,R.,Resorts,10721671.25
2024-02-01,R,R.,Hotels,94095.54
2024-03-01,R,R.,Resorts,10609990.89
2024-03-01,R,R.,Hotels,208281.60
2024-04-01,R,R.,Resorts,10986693.37
2024-04-01,R,R.,Hotels,167167.80
2024-05-01,R,R.,Resorts,7661015.07
2024-05-01,R,R.,Hotels,110612.10
2024-06-01,R,R.,Resorts,286711.98
2024-06-01,R,R.,Hotels,65752.86
2024-07-01,R,R.,Resorts,6641276.48
2024-07-01,R,R.,Hotels,173332.20
2024-08-01,R,R.,Resorts,7894224.00
2024-08-01,R,R.,Hotels,258540.36
2024-09-01,R,R.,Resorts,9967264.56
2024-09-01,R,R.,Hotels,379417.50
2024-10-01,R,R.,Resorts,9575865.41
2024-10-01,R,R.,Hotels,240132.36
2024-10-01,R,R.,Vessels,184.08
2024-11-01,R,R.,Guesthouse,6174.72
2024-12-01,R,R.,Resorts,921600.00
2024-12-01,R,R.,Guesthouse,29119.95
2025-01-01,R,R.,Resorts,10584722.64
2025-01-01,R,R.,Hotels,858199.32
2025-02-01,R,R.,Resorts,14704655.58
2025-02-01,R,R.,Hotels,1676928.48
2025-03-01,R,R.,Resorts,28661912.35
2025-03-01,R,R.,Vessels,829.98
2025-04-01,R,R.,Resorts,20400696.30
2025-04-01,R,R.,Hotels,1562480.64
2025-04-01,R,R.,Guesthouse,922.20
2025-05-01,R,R.,Resorts,20260069.02
2025-06-01,R,R.,Resorts,17938804.80
2025-06-01,R,R.,Hotels,1680248.40
2025-06-01,R,R.,Guesthouse,3781.02
2025-07-01,R,R.,Resorts,17779840.29
2025-08-01,R,R.,Resorts,19559739.04
2025-09-01,R,R.,Resorts,21562388.56
2025-09-01,R,R.,Guesthouse,553.32
2025-10-01,R,R.,Resorts,18453329.59
2025-10-01,R,R.,Guesthouse,368.88
2025-11-01,R,R.,Resorts,19862234.59
2025-12-01,R,R.,Resorts,21908523.87
2025-12-01,R,R.,Guesthouse,184.44
2025-12-01,R,R.,Vessels,368.88
2019-01-01,B,B.,Resorts,6075288.90
2019-01-01,B,B.,Hotels,302351.40
2019-01-01,B,B.,Guesthouse,151265.70
2019-02-01,B,B.,Resorts,6387464.82
2019-02-01,B,B.,Hotels,283207.08
2019-02-01,B,B.,Guesthouse,152466.69
2019-03-01,B,B.,Resorts,7001862.78
2019-03-01,B,B.,Hotels,331683.84
2019-03-01,B,B.,Guesthouse,304122.87
2019-04-01,B,B.,Resorts,7371384.30
2019-04-01,B,B.,Hotels,255541.62
2019-04-01,B,B.,Guesthouse,234075.84
2019-05-01,B,B.,Resorts,5790590.34
2019-05-01,B,B.,Hotels,297492.48
2019-05-01,B,B.,Guesthouse,149614.44
2019-06-01,B,B.,Resorts,3877154.52
2019-06-01,B,B.,Hotels,192890.88
2019-06-01,B,B.,Guesthouse,53445.12
2019-07-01,B,B.,Resorts,3412212.95
2019-07-01,B,B.,Hotels,207971.04
2019-07-01,B,B.,Guesthouse,95569.08
2019-08-01,B,B.,Resorts,6042955.73
2019-08-01,B,B.,Hotels,236789.10
2019-08-01,B,B.,Guesthouse,74190.33
2019-09-01,B,B.,Resorts,5598488.46
2019-09-01,B,B.,Hotels,307337.70
2019-09-01,B,B.,Guesthouse,110108.61
2019-10-01,B,B.,Resorts,2860544.76
2019-10-01,B,B.,Hotels,169997.88
2019-10-01,B,B.,Guesthouse,117391.95
2019-11-01,B,B.,Resorts,4666297.50
2019-11-01,B,B.,Guesthouse,174134.28
2019-12-01,B,B.,Resorts,4609216.74
2019-12-01,B,B.,Hotels,370043.04
2019-12-01,B,B.,Guesthouse,135437.49
2020-01-01,B,B.,Resorts,5094192.90
2020-01-01,B,B.,Hotels,281640.96
2020-01-01,B,B.,Guesthouse,185444.79
2020-02-01,B,B.,Resorts,6841460.28
2020-02-01,B,B.,Guesthouse,73871.79
2020-03-01,B,B.,Resorts,4759094.58
2020-03-01,B,B.,Hotels,314173.44
2020-03-01,B,B.,Guesthouse,159617.28
2020-04-01,B,B.,Resorts,1910860.92
2020-04-01,B,B.,Hotels,239635.44
2020-04-01,B,B.,Guesthouse,105814.44
2020-05-01,B,B.,Resorts,1441674.24
2020-06-01,B,B.,Resorts,3037.32
2020-06-01,B,B.,Guesthouse,2301.00
2020-07-01,B,B.,Resorts,82044.54
2020-08-01,B,B.,Resorts,147086.28
2020-08-01,B,B.,Hotels,136771.44
2020-08-01,B,B.,Guesthouse,93485.76
2020-09-01,B,B.,Resorts,407545.80
2020-09-01,B,B.,Guesthouse,20548.08
2020-10-01,B,B.,Resorts,954298.56
2020-10-01,B,B.,Guesthouse,10545.45
2020-11-01,B,B.,Resorts,1606275.26
2020-11-01,B,B.,Hotels,111371.34
2020-11-01,B,B.,Guesthouse,72732.57
2020-12-01,B,B.,Resorts,2411984.00
2020-12-01,B,B.,Guesthouse,10413.12
2021-01-01,B,B.,Resorts,4585737.10
2021-01-01,B,B.,Hotels,386956.86
2021-01-01,B,B.,Guesthouse,139915.06
2021-02-01,B,B.,Resorts,4658226.17
2021-02-01,B,B.,Hotels,246527.52
2021-02-01,B,B.,Guesthouse,118443.11
2021-03-01,B,B.,Resorts,6270382.47
2021-03-01,B,B.,Hotels,233539.20
2021-03-01,B,B.,Guesthouse,106856.51
2021-04-01,B,B.,Resorts,5536174.68
2021-04-01,B,B.,Hotels,328032.06
2021-04-01,B,B.,Guesthouse,180999.09
2021-05-01,B,B.,Resorts,3916693.54
2021-05-01,B,B.,Guesthouse,27732.06
2021-06-01,B,B.,Resorts,7977794.76
2021-06-01,B,B.,Hotels,392846.94
2021-06-01,B,B.,Guesthouse,116081.97
2021-07-01,B,B.,Resorts,2166703.51
2021-07-01,B,B.,Guesthouse,42919.56
2021-08-01,B,B.,Resorts,5830590.85
2021-08-01,B,B.,Hotels,154820.10
2021-08-01,B,B.,Guesthouse,139982.88
2021-09-01,B,B.,Resorts,4622808.75
2021-09-01,B,B.,Guesthouse,133011.92
2021-10-01,B,B.,Resorts,3493570.87
2021-10-01,B,B.,Guesthouse,85327.94
2021-11-01,B,B.,Resorts,6664782.40
2021-11-01,B,B.,Hotels,733592.52
2021-11-01,B,B.,Guesthouse,186261.74
2021-12-01,B,B.,Resorts,7141271.88
2021-12-01,B,B.,Hotels,604105.50
2021-12-01,B,B.,Guesthouse,158118.63
2022-01-01,B,B.,Resorts,7243878.85
2022-01-01,B,B.,Guesthouse,110770.12
2022-02-01,B,B.,Resorts,7716935.65
2022-02-01,B,B.,Hotels,317675.52
2022-02-01,B,B.,Guesthouse,142542.60
2022-03-01,B,B.,Resorts,1390304.04
2022-03-01,B,B.,Hotels,145147.08
2022-03-01,B,B.,Guesthouse,115755.70
2022-04-01,B,B.,Resorts,6556336.56
2022-04-01,B,B.,Guesthouse,50452.42
2022-05-01,B,B.,Resorts,6730204.20
2022-05-01,B,B.,Hotels,259426.80
2022-05-01,B,B.,Guesthouse,111371.25
2022-06-01,B,B.,Resorts,4255168.44
2022-06-01,B,B.,Guesthouse,58281.03
2022-07-01,B,B.,Resorts,3592253.16
2022-07-01,B,B.,Hotels,484169.70
2022-07-01,B,B.,Guesthouse,129289.68
2022-08-01,B,B.,Resorts,4270606.02
2022-08-01,B,B.,Hotels,175104.00
2022-08-01,B,B.,Guesthouse,37544.49
2022-09-01,B,B.,Resorts,4178727.53
2022-09-01,B,B.,Hotels,198549.66
2022-09-01,B,B.,Guesthouse,162876.18
2022-10-01,B,B.,Resorts,2985012.12
2022-10-01,B,B.,Guesthouse,145931.79
2022-11-01,B,B.,Resorts,4573765.22
2022-11-01,B,B.,Hotels,708050.16
2022-11-01,B,B.,Guesthouse,145540.41
2022-12-01,B,B.,Resorts,4765110.30
2022-12-01,B,B.,Hotels,190094.40
2022-12-01,B,B.,Guesthouse,98694.93
2023-01-01,B,B.,Resorts,6900736.16
2023-01-01,B,B.,Hotels,475453.44
2023-01-01,B,B.,Guesthouse,160932.21
2023-02-01,B,B.,Resorts,4581945.88
2023-02-01,B,B.,Guesthouse,99451.50
2023-03-01,B,B.,Resorts,5776742.88
2023-03-01,B,B.,Guesthouse,304611.81
2023-04-01,B,B.,Resorts,5170920.24
2023-04-01,B,B.,Hotels,230157.90
2023-04-01,B,B.,Guesthouse,213637.37
2023-05-01,B,B.,Resorts,5078460.00
2023-05-01,B,B.,Guesthouse,80190.00
2023-06-01,B,B.,Resorts,2324786.98
2023-06-01,B,B.,Hotels,147225.60
2023-06-01,B,B.,Guesthouse,142168.67
2023-07-01,B,B.,Resorts,4320599.51
2023-07-01,B,B.,Guesthouse,154567.74
2023-08-01,B,B.,Resorts,5854694.76
2023-08-01,B,B.,Guesthouse,157486.13
2023-09-01,B,B.,Resorts,3185954.28
2023-09-01,B,B.,Guesthouse,93549.79
2023-10-01,B,B.,Resorts,4773060.42
2023-10-01,B,B.,Guesthouse,183229.33
2023-11-01,B,B.,Resorts,5601631.65
2023-11-01,B,B.,Guesthouse,197787.53
2023-12-01,B,B.,Resorts,5326298.21
2023-12-01,B,B.,Guesthouse,131256.06
2024-01-01,B,B.,Resorts,6889049.33
2024-01-01,B,B.,Guesthouse,335050.35
2024-02-01,B,B.,Resorts,5536072.98
2024-02-01,B,B.,Guesthouse,338268.48
2024-02-01,B,B.,Vessels,12693.24
2024-03-01,B,B.,Resorts,7493653.44
2024-03-01,B,B.,Hotels,523964.07
2024-03-01,B,B.,Guesthouse,443544.27
2024-03-01,B,B.,Vessels,8198.70
2024-04-01,B,B.,Resorts,5965269.90
2024-04-01,B,B.,Guesthouse,222259.23
2024-04-01,B,B.,Vessels,9123.84
2024-05-01,B,B.,Resorts,4686449.40
2024-05-01,B,B.,Guesthouse,149642.52
2024-05-01,B,B.,Vessels,1013.10
2024-06-01,B,B.,Resorts,3253421.82
2024-06-01,B,B.,Guesthouse,73044.30
2024-06-01,B,B.,Vessels,782.31
2024-07-01,B,B.,Resorts,3408236.71
2024-07-01,B,B.,Hotels,310322.28
2024-07-01,B,B.,Guesthouse,149212.77
2024-07-01,B,B.,Vessels,1197.48
2024-08-01,B,B.,Resorts,5382593.24
2024-08-01,B,B.,Guesthouse,118165.53
2024-08-01,B,B.,Vessels,3316.80
2024-09-01,B,B.,Resorts,4326490.50
2024-09-01,B,B.,Hotels,430605.75
2024-09-01,B,B.,Guesthouse,448081.45
2024-09-01,B,B.,Vessels,3451.47
2024-10-01,B,B.,Resorts,4146035.00
2024-10-01,B,B.,Hotels,142095.36
2024-10-01,B,B.,Guesthouse,169687.71
2024-10-01,B,B.,Vessels,3964.02
2024-11-01,B,B.,Guesthouse,96000.72
2024-11-01,B,B.,Vessels,1658.88
2024-12-01,B,B.,Guesthouse,50146.17
2024-12-01,B,B.,Vessels,1566.72
2025-01-01,B,B.,Resorts,6663456.11
2025-01-01,B,B.,Guesthouse,435494.76
2025-01-01,B,B.,Vessels,20695.14
2025-02-01,B,B.,Resorts,9372278.52
2025-02-01,B,B.,Hotels,180787.20
2025-02-01,B,B.,Guesthouse,304427.64
2025-02-01,B,B.,Vessels,12257.28
2025-03-01,B,B.,Resorts,13680292.90
2025-03-01,B,B.,Guesthouse,794763.31
2025-03-01,B,B.,Vessels,71817.36
2025-04-01,B,B.,Resorts,15880989.48
2025-04-01,B,B.,Hotels,1424511.94
2025-04-01,B,B.,Guesthouse,918716.68
2025-04-01,B,B.,Vessels,55042.26
2025-05-01,B,B.,Resorts,15536521.45
2025-05-01,B,B.,Guesthouse,465462.21
2025-05-01,B,B.,Vessels,63983.40
2025-06-01,B,B.,Resorts,8001085.06
2025-06-01,B,B.,Hotels,613124.67
2025-06-01,B,B.,Guesthouse,284906.27
2025-06-01,B,B.,Vessels,10328.64
2025-07-01,B,B.,Resorts,8199499.85
2025-07-01,B,B.,Hotels,684180.18
2025-07-01,B,B.,Guesthouse,593927.30
2025-07-01,B,B.,Vessels,14939.64
2025-08-01,B,B.,Resorts,9111387.48
2025-08-01,B,B.,Hotels,262458.12
2025-08-01,B,B.,Guesthouse,419238.97
2025-08-01,B,B.,Vessels,41499.00
2025-09-01,B,B.,Resorts,10064792.99
2025-09-01,B,B.,Hotels,408734.41
2025-09-01,B,B.,Guesthouse,701394.58
2025-09-01,B,B.,Vessels,25083.84
2025-10-01,B,B.,Resorts,9462195.35
2025-10-01,B,B.,Hotels,945085.93
2025-10-01,B,B.,Guesthouse,443543.33
2025-10-01,B,B.,Vessels,19550.64
2025-11-01,B,B.,Resorts,9419551.56
2025-11-01,B,B.,Hotels,906169.09
2025-11-01,B,B.,Guesthouse,492898.36
2025-11-01,B,B.,Vessels,23239.44
2025-12-01,B,B.,Resorts,13903335.27
2025-12-01,B,B.,Hotels,338140.00
2025-12-01,B,B.,Guesthouse,540579.23
2025-12-01,B,B.,Vessels,65751.42
2019-01-01,Lh,Lh.,Resorts,4890383.22
2019-01-01,Lh,Lh.,Guesthouse,1288.56
2019-02-01,Lh,Lh.,Resorts,5385616.32
2019-02-01,Lh,Lh.,Guesthouse,1472.64
2019-03-01,Lh,Lh.,Resorts,5080959.36
2019-03-01,Lh,Lh.,Guesthouse,1650.36
2019-04-01,Lh,Lh.,Resorts,5158765.02
2019-04-01,Lh,Lh.,Guesthouse,875.52
2019-05-01,Lh,Lh.,Resorts,4638595.68
2019-05-01,Lh,Lh.,Guesthouse,690.21
2019-06-01,Lh,Lh.,Resorts,4356094.38
2019-06-01,Lh,Lh.,Guesthouse,276.30
2019-07-01,Lh,Lh.,Resorts,3905857.02
2019-07-01,Lh,Lh.,Guesthouse,643.02
2019-08-01,Lh,Lh.,Resorts,5072897.40
2019-08-01,Lh,Lh.,Guesthouse,547.92
2019-09-01,Lh,Lh.,Resorts,5710395.18
2019-09-01,Lh,Lh.,Guesthouse,367.68
2019-10-01,Lh,Lh.,Resorts,3978819.18
2019-10-01,Lh,Lh.,Guesthouse,138.15
2019-11-01,Lh,Lh.,Resorts,5403023.94
2019-11-01,Lh,Lh.,Guesthouse,414.18
2019-12-01,Lh,Lh.,Resorts,4621679.34
2019-12-01,Lh,Lh.,Guesthouse,460.50
2020-01-01,Lh,Lh.,Resorts,5051645.40
2020-01-01,Lh,Lh.,Guesthouse,1841.58
2020-02-01,Lh,Lh.,Resorts,5607383.04
2020-02-01,Lh,Lh.,Guesthouse,412.83
2020-03-01,Lh,Lh.,Resorts,4684626.30
2020-04-01,Lh,Lh.,Resorts,2078511.66
2020-05-01,Lh,Lh.,Resorts,96215.04
2020-06-01,Lh,Lh.,Resorts,306661.94
2020-07-01,Lh,Lh.,Guesthouse,2488.32
2020-08-01,Lh,Lh.,Resorts,133115.68
2020-08-01,Lh,Lh.,Guesthouse,1428.48
2020-09-01,Lh,Lh.,Resorts,95085.12
2020-09-01,Lh,Lh.,Guesthouse,1429.41
2020-10-01,Lh,Lh.,Resorts,501452.44
2020-10-01,Lh,Lh.,Guesthouse,1097.28
2020-11-01,Lh,Lh.,Resorts,999289.17
2020-12-01,Lh,Lh.,Resorts,1216360.35
2021-01-01,Lh,Lh.,Resorts,3626314.62
2021-01-01,Lh,Lh.,Guesthouse,276.48
2021-02-01,Lh,Lh.,Resorts,3154662.54
2021-03-01,Lh,Lh.,Resorts,4347992.34
2021-04-01,Lh,Lh.,Resorts,7636006.92
2021-05-01,Lh,Lh.,Resorts,4023688.32
2021-06-01,Lh,Lh.,Resorts,2749221.42
2021-07-01,Lh,Lh.,Resorts,1909028.40
2021-08-01,Lh,Lh.,Resorts,3384968.82
2021-09-01,Lh,Lh.,Resorts,4283857.26
2021-10-01,Lh,Lh.,Resorts,3143521.44
2021-11-01,Lh,Lh.,Resorts,5295188.16
2021-12-01,Lh,Lh.,Resorts,5466836.82
2022-01-01,Lh,Lh.,Resorts,5995920.72
2022-02-01,Lh,Lh.,Resorts,6190968.66
2022-03-01,Lh,Lh.,Resorts,2244956.64
2022-03-01,Lh,Lh.,Guesthouse,89961.75
2022-04-01,Lh,Lh.,Resorts,5569218.00
2022-05-01,Lh,Lh.,Resorts,5640557.06
2022-06-01,Lh,Lh.,Resorts,3866937.60
2022-06-01,Lh,Lh.,Guesthouse,46.08
2022-07-01,Lh,Lh.,Resorts,3637225.50
2022-07-01,Lh,Lh.,Guesthouse,1014.00
2022-08-01,Lh,Lh.,Resorts,4996154.64
2022-09-01,Lh,Lh.,Resorts,5162059.68
2022-10-01,Lh,Lh.,Resorts,3358431.30
2022-11-01,Lh,Lh.,Resorts,5365338.54
2022-12-01,Lh,Lh.,Resorts,4921509.12
2022-12-01,Lh,Lh.,Guesthouse,92.16
2023-01-01,Lh,Lh.,Resorts,5154290.94
2023-01-01,Lh,Lh.,Guesthouse,645.12
2023-02-01,Lh,Lh.,Resorts,6133205.46
2023-03-01,Lh,Lh.,Resorts,5703916.68
2023-03-01,Lh,Lh.,Guesthouse,10175.64
2023-04-01,Lh,Lh.,Resorts,5568349.14
2023-04-01,Lh,Lh.,Guesthouse,2301.00
2023-05-01,Lh,Lh.,Resorts,4685300.00
2023-05-01,Lh,Lh.,Guesthouse,2120.00
2023-06-01,Lh,Lh.,Resorts,3009633.84
2023-07-01,Lh,Lh.,Resorts,3370861.44
2023-08-01,Lh,Lh.,Resorts,4352222.52
2023-08-01,Lh,Lh.,Guesthouse,322.35
2023-09-01,Lh,Lh.,Resorts,3199010.52
2023-09-01,Lh,Lh.,Guesthouse,460.80
2023-10-01,Lh,Lh.,Resorts,5332452.30
2023-10-01,Lh,Lh.,Guesthouse,598.56
2023-11-01,Lh,Lh.,Resorts,5804334.66
2023-11-01,Lh,Lh.,Guesthouse,552.60
2023-12-01,Lh,Lh.,Resorts,5250479.04
2023-12-01,Lh,Lh.,Guesthouse,874.38
2024-01-01,Lh,Lh.,Resorts,5538579.90
2024-01-01,Lh,Lh.,Guesthouse,1426.77
2024-02-01,Lh,Lh.,Resorts,6480190.02
2024-02-01,Lh,Lh.,Guesthouse,184.08
2024-03-01,Lh,Lh.,Resorts,7509545.70
2024-03-01,Lh,Lh.,Guesthouse,1889.28
2024-04-01,Lh,Lh.,Resorts,7055167.26
2024-04-01,Lh,Lh.,Guesthouse,184.32
2024-05-01,Lh,Lh.,Resorts,5103287.58
2024-05-01,Lh,Lh.,Guesthouse,921.00
2024-06-01,Lh,Lh.,Resorts,390367.26
2024-07-01,Lh,Lh.,Resorts,3353238.06
2024-08-01,Lh,Lh.,Resorts,5626577.10
2024-08-01,Lh,Lh.,Guesthouse,828.90
2024-09-01,Lh,Lh.,Resorts,5836225.92
2024-09-01,Lh,Lh.,Guesthouse,828.90
2024-10-01,Lh,Lh.,Resorts,5016664.32
2024-11-01,Lh,Lh.,Resorts,898006.56
2024-12-01,Lh,Lh.,Resorts,1588048.14
2024-12-01,Lh,Lh.,Hotels,443917.14
2025-01-01,Lh,Lh.,Resorts,6842657.10
2025-01-01,Lh,Lh.,Guesthouse,3089.37
2025-02-01,Lh,Lh.,Resorts,10866006.00
2025-03-01,Lh,Lh.,Resorts,16130246.46
2025-03-01,Lh,Lh.,Guesthouse,14939.64
2025-04-01,Lh,Lh.,Resorts,16846843.80
2025-05-01,Lh,Lh.,Resorts,11785121.76
2025-05-01,Lh,Lh.,Guesthouse,368.88
2025-06-01,Lh,Lh.,Resorts,11700876.96
2025-07-01,Lh,Lh.,Resorts,9911065.68
2025-08-01,Lh,Lh.,Resorts,13972611.84
2025-09-01,Lh,Lh.,Resorts,15106758.36
2025-10-01,Lh,Lh.,Resorts,12479763.72
2025-11-01,Lh,Lh.,Resorts,13684710.48
2025-12-01,Lh,Lh.,Resorts,14699624.76
2025-12-01,Lh,Lh.,Guesthouse,368.88
2019-01-01,K,K.,Resorts,27003251.36
2019-01-01,K,K.,Guesthouse,1227388.94
2019-02-01,K,K.,Resorts,26915425.96
2019-02-01,K,K.,Guesthouse,849794.54
2019-03-01,K,K.,Resorts,25353988.76
2019-03-01,K,K.,Guesthouse,1591244.28
2019-04-01,K,K.,Resorts,28116072.24
2019-04-01,K,K.,Guesthouse,1159985.41
2019-05-01,K,K.,Resorts,27359381.04
2019-05-01,K,K.,Guesthouse,1333774.08
2019-06-01,K,K.,Resorts,19576826.94
2019-06-01,K,K.,Guesthouse,615895.60
2019-07-01,K,K.,Resorts,18822638.28
2019-07-01,K,K.,Guesthouse,665217.77
2019-08-01,K,K.,Resorts,24914667.90
2019-08-01,K,K.,Guesthouse,766337.91
2019-09-01,K,K.,Resorts,23697244.56
2019-09-01,K,K.,Guesthouse,882931.33
2019-10-01,K,K.,Resorts,18371016.12
2019-10-01,K,K.,Guesthouse,568168.58
2019-11-01,K,K.,Resorts,24365515.20
2019-11-01,K,K.,Guesthouse,964344.25
2019-12-01,K,K.,Resorts,23283768.87
2019-12-01,K,K.,Guesthouse,1910441.58
2020-01-01,K,K.,Resorts,28420734.67
2020-01-01,K,K.,Hotels,5783.40
2020-01-01,K,K.,Guesthouse,1289061.59
2020-02-01,K,K.,Resorts,25718045.94
2020-02-01,K,K.,Guesthouse,1180510.69
2020-03-01,K,K.,Resorts,24981348.36
2020-03-01,K,K.,Hotels,37527.84
2020-03-01,K,K.,Guesthouse,1358441.36
2020-04-01,K,K.,Resorts,12369794.16
2020-04-01,K,K.,Guesthouse,214829.52
2020-05-01,K,K.,Resorts,2967150.60
2020-05-01,K,K.,Guesthouse,61628.64
2020-06-01,K,K.,Resorts,1562167.12
2020-06-01,K,K.,Guesthouse,143398.32
2020-07-01,K,K.,Resorts,1148163.84
2020-07-01,K,K.,Guesthouse,23756.88
2020-08-01,K,K.,Resorts,1521073.05
2020-08-01,K,K.,Guesthouse,344446.13
2020-09-01,K,K.,Resorts,2741603.79
2020-09-01,K,K.,Guesthouse,42897.28
2020-10-01,K,K.,Resorts,3148217.96
